dataset,pipeline,timestamp,ess_bulk_min,ess_tail_min,r_hat_max,mcse_mean_max,mcse_sd_max,divergences
Kumar2024,BSCNN,20260525-153746,4871.0,2067.0,1.01,0.0,0.001,0
Kumar2024,BSCNN,20260525-154513,8086.0,2002.0,1.01,0.0,0.001,0
Kumar2024,BSCNN,20260525-160013,3840.0,2243.0,1.01,0.0,0.001,0
Kumar2024,BDCNN,20260525-173912,4479.0,2348.0,1.01,0.001,0.001,0
Kumar2024,BDCNN,20260525-164935,7141.0,2084.0,1.01,0.0,0.001,0
Kumar2024,BDCNN,20260525-171150,5956.0,2245.0,1.01,0.001,0.001,0
Kumar2024,BDCNN,20260525-165508,4184.0,2426.0,1.01,0.001,0.001,0
Kumar2024,BDCNN,20260525-172240,6719.0,1870.0,1.01,0.0,0.001,0
Kumar2024,BDCNN,20260525-173341,7846.0,1964.0,1.01,0.0,0.001,0
Kumar2024,BDCNN,20260525-170043,4291.0,2179.0,1.01,0.001,0.001,0
Kumar2024,BDCNN,20260525-171711,5217.0,2219.0,1.01,0.001,0.001,0
Kumar2024,BDCNN,20260525-170618,4975.0,2025.0,1.01,0.001,0.001,0
Kumar2024,BDCNN,20260525-172810,6107.0,2134.0,1.01,0.001,0.001,0
Lee2019_MI,CSPBLDA,20260526-210931,3211.0,2539.0,1.0,0.0,0.0,0
Lee2019_MI,CSPBLDA,20260526-194037,2360.0,2724.0,1.0,0.001,0.0,0
Lee2019_MI,CSPBLDA,20260526-205507,3201.0,2594.0,1.0,0.0,0.0,0
Lee2019_MI,CSPBLDA,20260526-200936,2115.0,2376.0,1.0,0.001,0.0,0
Lee2019_MI,CSPBLDA,20260526-195443,2943.0,2524.0,1.0,0.0,0.0,0
Lee2019_MI,CSPBLDA,20260526-202417,3337.0,2625.0,1.0,0.0,0.0,0
Lee2019_MI,CSPBLDA,20260526-191235,3119.0,2769.0,1.0,0.0,0.0,0
Lee2019_MI,CSPBLDA,20260526-203911,3056.0,2570.0,1.0,0.0,0.0,0
Lee2019_MI,CSPBLDA,20260526-185801,2740.0,2525.0,1.0,0.0,0.0,0
Lee2019_MI,CSPBLDA,20260526-192637,2927.0,2367.0,1.0,0.0,0.0,0
Lee2019_MI,CSPGP,20260527-000149,1541.0,2045.0,1.0,0.013,0.015,0
Lee2019_MI,CSPGP,20260526-224942,896.0,1338.0,1.01,0.013,0.012,0
Lee2019_MI,CSPGP,20260526-213404,636.0,1444.0,1.01,0.016,0.014,0
Lee2019_MI,CSPGP,20260526-233842,887.0,1862.0,1.0,0.011,0.012,0
Lee2019_MI,CSPGP,20260526-215845,1130.0,1223.0,1.0,0.013,0.015,0
Lee2019_MI,CSPGP,20260526-231213,845.0,1296.0,1.0,0.016,0.017,0
Lee2019_MI,CSPGP,20260526-222445,1467.0,2327.0,1.0,0.011,0.015,0
Lee2019_MI,CSPGP,20260527-002844,660.0,1322.0,1.0,0.017,0.014,0
Lee2019_MI,CSPGP,20260527-012205,881.0,1411.0,1.0,0.013,0.013,0
Lee2019_MI,CSPGP,20260527-005607,1190.0,1726.0,1.0,0.013,0.015,0
Lee2019_MI,TSBLR,20260527-023348,6588.0,2488.0,1.0,0.001,0.001,0
Lee2019_MI,TSBLR,20260527-020235,6219.0,2454.0,1.0,0.001,0.001,0
Lee2019_MI,TSBLR,20260527-021135,6581.0,2501.0,1.01,0.001,0.001,0
Lee2019_MI,TSBLR,20260527-022933,6572.0,2257.0,1.0,0.001,0.001,0
Lee2019_MI,TSBLR,20260527-021607,6382.0,2496.0,1.0,0.001,0.001,0
Lee2019_MI,TSBLR,20260527-022037,6548.0,2418.0,1.0,0.001,0.001,0
Lee2019_MI,TSBLR,20260527-020703,6211.0,2353.0,1.0,0.001,0.001,0
Lee2019_MI,TSBLR,20260527-015803,6032.0,2314.0,1.01,0.001,0.001,0
Lee2019_MI,TSBLR,20260527-023803,6649.0,2189.0,1.0,0.001,0.001,0
Lee2019_MI,TSBLR,20260527-022505,6436.0,2329.0,1.0,0.001,0.001,0
Lee2019_MI,TSGP,20260527-041354,586.0,1249.0,1.0,0.015,0.021,0
Lee2019_MI,TSGP,20260527-034209,607.0,1648.0,1.0,0.016,0.022,0
Lee2019_MI,TSGP,20260527-035007,579.0,1232.0,1.0,0.015,0.021,0
Lee2019_MI,TSGP,20260527-032539,978.0,1453.0,1.0,0.014,0.019,0
Lee2019_MI,TSGP,20260527-035805,557.0,1072.0,1.0,0.016,0.019,0
Lee2019_MI,TSGP,20260527-042203,605.0,1404.0,1.0,0.015,0.021,0
Lee2019_MI,TSGP,20260527-043010,771.0,1503.0,1.0,0.018,0.021,0
Lee2019_MI,TSGP,20260527-033337,913.0,994.0,1.0,0.013,0.02,0
Lee2019_MI,TSGP,20260527-031713,707.0,1473.0,1.01,0.014,0.021,0
Lee2019_MI,TSGP,20260527-040603,672.0,1200.0,1.0,0.016,0.018,0
Lee2019_MI,BSCNN,20260527-064439,4361.0,1997.0,1.01,0.0,0.001,0
Lee2019_MI,BSCNN,20260527-055909,4233.0,1835.0,1.01,0.0,0.001,0
Lee2019_MI,BSCNN,20260527-052904,3619.0,2234.0,1.01,0.0,0.001,0
Lee2019_MI,BSCNN,20260527-073038,4016.0,2235.0,1.01,0.0,0.001,0
Lee2019_MI,BSCNN,20260527-071528,4123.0,2229.0,1.01,0.0,0.001,0
Lee2019_MI,BSCNN,20260527-070006,4147.0,2115.0,1.01,0.0,0.001,0
Lee2019_MI,BSCNN,20260527-062905,3932.0,2175.0,1.01,0.0,0.001,0
Lee2019_MI,BSCNN,20260527-061339,4175.0,2317.0,1.01,0.0,0.001,0
Lee2019_MI,BSCNN,20260527-051357,4471.0,2249.0,1.01,0.0,0.001,0
Lee2019_MI,BSCNN,20260527-054406,3660.0,2122.0,1.0,0.0,0.001,0
Lee2019_MI,BDCNN,20260527-084303,4039.0,2466.0,1.01,0.001,0.001,0
Lee2019_MI,BDCNN,20260527-085157,3639.0,2412.0,1.0,0.001,0.001,0
Lee2019_MI,BDCNN,20260527-091633,6381.0,2292.0,1.01,0.001,0.001,0
Lee2019_MI,BDCNN,20260527-090029,5250.0,2120.0,1.01,0.001,0.001,0
Lee2019_MI,BDCNN,20260527-094038,6899.0,2276.0,1.01,0.001,0.002,0
Lee2019_MI,BDCNN,20260527-093231,4311.0,2567.0,1.0,0.001,0.001,0
Lee2019_MI,BDCNN,20260527-092445,4509.0,2282.0,1.01,0.001,0.001,0
Lee2019_MI,BDCNN,20260527-083500,5328.0,2399.0,1.01,0.001,0.001,0
Lee2019_MI,BDCNN,20260527-090829,4834.0,2421.0,1.01,0.001,0.001,0
Lee2019_MI,BDCNN,20260527-082657,4770.0,2020.0,1.0,0.001,0.001,0
Liu2024,CSPBLDA,20260527-095532,1603.0,2408.0,1.0,0.002,0.001,0
Liu2024,CSPBLDA,20260527-100800,1702.0,2394.0,1.0,0.002,0.001,0
Liu2024,CSPBLDA,20260527-102030,1576.0,2289.0,1.0,0.002,0.001,0
Liu2024,CSPBLDA,20260527-101414,1672.0,2301.0,1.0,0.002,0.001,0
Liu2024,CSPBLDA,20260527-104514,1627.0,2133.0,1.0,0.002,0.001,0
Liu2024,CSPBLDA,20260527-103304,1533.0,2282.0,1.0,0.002,0.001,0
Liu2024,CSPBLDA,20260527-105130,1716.0,2481.0,1.0,0.002,0.001,0
Liu2024,CSPBLDA,20260527-102644,1663.0,2445.0,1.0,0.002,0.001,0
Liu2024,CSPBLDA,20260527-103914,1975.0,2531.0,1.0,0.001,0.001,0
Liu2024,CSPBLDA,20260527-100146,1895.0,2322.0,1.0,0.002,0.001,0
Liu2024,CSPGP,20260527-121632,569.0,980.0,1.01,0.023,0.02,0
Liu2024,CSPGP,20260527-110258,361.0,628.0,1.01,0.027,0.023,0
Liu2024,CSPGP,20260527-122528,1227.0,1509.0,1.01,0.014,0.022,0
Liu2024,CSPGP,20260527-115727,392.0,1159.0,1.01,0.035,0.023,0
Liu2024,CSPGP,20260527-114057,889.0,1590.0,1.01,0.022,0.022,0
Liu2024,CSPGP,20260527-120759,704.0,1005.0,1.01,0.024,0.024,0
Liu2024,CSPGP,20260527-111200,497.0,1399.0,1.01,0.028,0.022,0
Liu2024,CSPGP,20260527-112059,503.0,1180.0,1.01,0.027,0.022,0
Liu2024,CSPGP,20260527-113030,567.0,1484.0,1.01,0.028,0.021,0
Liu2024,CSPGP,20260527-114928,1299.0,1822.0,1.0,0.015,0.025,1
Liu2024,TSBLR,20260527-125114,3895.0,2689.0,1.0,0.002,0.002,0
Liu2024,TSBLR,20260527-123900,3972.0,2713.0,1.0,0.002,0.002,0
Liu2024,TSBLR,20260527-124317,3811.0,2589.0,1.0,0.002,0.002,0
Liu2024,TSBLR,20260527-125515,4050.0,2749.0,1.0,0.002,0.002,0
Liu2024,TSBLR,20260527-124514,3950.0,2803.0,1.0,0.002,0.002,0
Liu2024,TSBLR,20260527-124914,3795.0,2752.0,1.0,0.002,0.002,0
Liu2024,TSBLR,20260527-124715,4240.0,2704.0,1.0,0.002,0.002,0
Liu2024,TSBLR,20260527-125715,4069.0,2814.0,1.0,0.002,0.002,0
Liu2024,TSBLR,20260527-124114,3886.0,2721.0,1.0,0.002,0.002,0
Liu2024,TSBLR,20260527-125315,4587.0,2729.0,1.0,0.001,0.002,0
Liu2024,TSGP,20260527-132903,1030.0,1839.0,1.01,0.016,0.023,0
Liu2024,TSGP,20260527-140131,921.0,1663.0,1.01,0.017,0.021,0
Liu2024,TSGP,20260527-130430,1635.0,1274.0,1.01,0.014,0.02,0
Liu2024,TSGP,20260527-132258,1517.0,2298.0,1.01,0.013,0.022,0
Liu2024,TSGP,20260527-134838,1007.0,1818.0,1.01,0.015,0.022,0
Liu2024,TSGP,20260527-131631,985.0,1608.0,1.01,0.016,0.021,0
Liu2024,TSGP,20260527-135501,946.0,1994.0,1.01,0.015,0.022,0
Liu2024,TSGP,20260527-134211,1206.0,2025.0,1.01,0.015,0.024,0
Liu2024,TSGP,20260527-133602,917.0,1739.0,1.01,0.017,0.02,0
Liu2024,TSGP,20260527-131033,1308.0,2104.0,1.01,0.016,0.022,0
Liu2024,BSCNN,20260527-144803,5077.0,1922.0,1.01,0.001,0.001,0
Liu2024,BSCNN,20260527-151915,5673.0,2089.0,1.01,0.001,0.001,0
Liu2024,BSCNN,20260527-145416,4912.0,1998.0,1.01,0.001,0.001,0
Liu2024,BSCNN,20260527-151302,5346.0,1778.0,1.01,0.001,0.001,0
Liu2024,BSCNN,20260527-143527,5672.0,2028.0,1.01,0.001,0.001,0
Liu2024,BSCNN,20260527-150657,5260.0,2172.0,1.01,0.001,0.001,0
Liu2024,BSCNN,20260527-142903,5420.0,2077.0,1.01,0.001,0.001,0
Liu2024,BSCNN,20260527-144157,5245.0,1974.0,1.01,0.001,0.001,0
Liu2024,BSCNN,20260527-150033,5877.0,2057.0,1.01,0.001,0.001,0
Liu2024,BSCNN,20260527-142229,5202.0,2153.0,1.01,0.001,0.001,0
Liu2024,BDCNN,20260527-154401,7019.0,2345.0,1.01,0.001,0.002,0
Liu2024,BDCNN,20260527-155709,7416.0,2178.0,1.01,0.001,0.002,0
Liu2024,BDCNN,20260527-155239,5239.0,2216.0,1.01,0.001,0.001,0
Liu2024,BDCNN,20260527-153944,6362.0,2156.0,1.01,0.001,0.002,0
Liu2024,BDCNN,20260527-161945,3958.0,2455.0,1.01,0.001,0.001,0
Liu2024,BDCNN,20260527-160605,5712.0,2222.0,1.01,0.001,0.001,0
Liu2024,BDCNN,20260527-154829,7105.0,2262.0,1.01,0.001,0.002,0
Liu2024,BDCNN,20260527-161503,4494.0,2392.0,1.01,0.001,0.001,0
Liu2024,BDCNN,20260527-161027,3883.0,2296.0,1.0,0.001,0.001,0
Liu2024,BDCNN,20260527-160134,5420.0,2170.0,1.01,0.001,0.002,0
PhysionetMI,CSPBLDA,20260527-164614,1396.0,1872.0,1.0,0.002,0.001,0
PhysionetMI,CSPBLDA,20260527-171045,1375.0,1413.0,1.0,0.001,0.001,0
PhysionetMI,CSPBLDA,20260527-174446,1356.0,1496.0,1.0,0.002,0.001,0
PhysionetMI,CSPBLDA,20260527-173616,1509.0,2092.0,1.0,0.002,0.001,0
PhysionetMI,CSPBLDA,20260527-163809,1334.0,1501.0,1.0,0.001,0.001,0
PhysionetMI,CSPBLDA,20260527-165436,1205.0,1463.0,1.0,0.001,0.001,0
PhysionetMI,CSPBLDA,20260527-172745,1529.0,2229.0,1.0,0.001,0.001,0
PhysionetMI,CSPBLDA,20260527-171915,1504.0,1898.0,1.0,0.001,0.001,0
PhysionetMI,CSPBLDA,20260527-163009,1385.0,1827.0,1.0,0.001,0.001,0
PhysionetMI,CSPBLDA,20260527-170236,1519.0,2130.0,1.0,0.001,0.001,0
PhysionetMI,CSPGP,20260527-193537,849.0,1860.0,1.0,0.015,0.019,0
PhysionetMI,CSPGP,20260527-191700,975.0,1706.0,1.0,0.016,0.02,0
PhysionetMI,CSPGP,20260527-185905,708.0,1293.0,1.0,0.015,0.02,0
PhysionetMI,CSPGP,20260527-175846,602.0,790.0,1.01,0.021,0.019,0
PhysionetMI,CSPGP,20260527-195338,451.0,1087.0,1.0,0.018,0.016,0
PhysionetMI,CSPGP,20260527-203107,889.0,1145.0,1.0,0.015,0.017,0
PhysionetMI,CSPGP,20260527-204835,1000.0,1777.0,1.0,0.014,0.016,0
PhysionetMI,CSPGP,20260527-201337,717.0,1417.0,1.01,0.015,0.018,0
PhysionetMI,CSPGP,20260527-184107,944.0,1519.0,1.0,0.014,0.018,0
PhysionetMI,CSPGP,20260527-182131,576.0,978.0,1.01,0.023,0.018,0
PhysionetMI,TSBLR,20260527-213714,7384.0,2282.0,1.01,0.001,0.001,0
PhysionetMI,TSBLR,20260527-212308,7475.0,2360.0,1.01,0.001,0.001,0
PhysionetMI,TSBLR,20260527-214105,7310.0,2212.0,1.01,0.001,0.001,0
PhysionetMI,TSBLR,20260527-213003,7273.0,2149.0,1.01,0.001,0.001,0
PhysionetMI,TSBLR,20260527-210916,7527.0,2208.0,1.01,0.001,0.001,0
PhysionetMI,TSBLR,20260527-211939,7444.0,2140.0,1.01,0.001,0.001,0
PhysionetMI,TSBLR,20260527-211610,6544.0,2083.0,1.01,0.001,0.001,0
PhysionetMI,TSBLR,20260527-213334,7180.0,2251.0,1.01,0.001,0.001,0
PhysionetMI,TSBLR,20260527-211239,7256.0,2314.0,1.01,0.001,0.001,0
PhysionetMI,TSBLR,20260527-212634,6675.0,2209.0,1.01,0.001,0.001,0
PhysionetMI,TSGP,20260527-221301,1503.0,2033.0,1.01,0.011,0.021,0
PhysionetMI,TSGP,20260527-224844,1557.0,2209.0,1.01,0.011,0.019,0
PhysionetMI,TSGP,20260527-222012,1245.0,2440.0,1.0,0.01,0.019,0
PhysionetMI,TSGP,20260527-230244,1368.0,2335.0,1.0,0.011,0.017,0
PhysionetMI,TSGP,20260527-223444,1597.0,2165.0,1.0,0.01,0.017,0
PhysionetMI,TSGP,20260527-220614,1531.0,2513.0,1.0,0.011,0.02,0
PhysionetMI,TSGP,20260527-224142,1552.0,2231.0,1.01,0.011,0.017,0
PhysionetMI,TSGP,20260527-215845,1454.0,1896.0,1.01,0.01,0.024,0
PhysionetMI,TSGP,20260527-222731,1456.0,2561.0,1.0,0.01,0.017,0
PhysionetMI,TSGP,20260527-225542,1500.0,2298.0,1.01,0.011,0.021,0
PhysionetMI,BSCNN,20260527-234140,4699.0,2183.0,1.01,0.0,0.001,0
PhysionetMI,BSCNN,20260527-233228,4574.0,2208.0,1.01,0.0,0.001,0
PhysionetMI,BSCNN,20260528-000938,4664.0,2163.0,1.01,0.0,0.001,0
PhysionetMI,BSCNN,20260528-004538,4672.0,2101.0,1.01,0.001,0.001,0
PhysionetMI,BSCNN,20260528-000028,4929.0,1997.0,1.01,0.0,0.001,0
PhysionetMI,BSCNN,20260528-001855,4656.0,2166.0,1.01,0.0,0.001,0
PhysionetMI,BSCNN,20260527-235057,4615.0,2175.0,1.01,0.0,0.001,0
PhysionetMI,BSCNN,20260528-005444,4563.0,2130.0,1.01,0.001,0.001,0
PhysionetMI,BSCNN,20260528-002738,4481.0,2122.0,1.01,0.0,0.001,0
PhysionetMI,BSCNN,20260528-003643,4492.0,2106.0,1.01,0.001,0.001,0
PhysionetMI,BDCNN,20260528-033540,5584.0,2008.0,1.01,0.0,0.001,0
PhysionetMI,BDCNN,20260528-012428,7696.0,1920.0,1.01,0.0,0.001,0
PhysionetMI,BDCNN,20260528-014041,5985.0,1836.0,1.01,0.0,0.001,0
PhysionetMI,BDCNN,20260528-015711,7074.0,1777.0,1.01,0.0,0.001,0
PhysionetMI,BDCNN,20260528-030240,6340.0,2051.0,1.01,0.0,0.001,0
PhysionetMI,BDCNN,20260528-023006,6033.0,1944.0,1.01,0.0,0.001,0
PhysionetMI,BDCNN,20260528-031932,7356.0,1839.0,1.01,0.0,0.001,0
PhysionetMI,BDCNN,20260528-021340,5757.0,1896.0,1.01,0.0,0.001,0
PhysionetMI,BDCNN,20260528-035206,6062.0,1883.0,1.01,0.0,0.001,0
PhysionetMI,BDCNN,20260528-024640,6973.0,1966.0,1.01,0.0,0.001,0
Schirrmeister2017,CSPBLDA,20260528-052037,4550.0,2532.0,1.01,0.0,0.0,0
Schirrmeister2017,CSPBLDA,20260528-042419,1798.0,2461.0,1.0,0.001,0.001,0
Schirrmeister2017,CSPBLDA,20260528-051104,2729.0,2685.0,1.0,0.001,0.0,0
Schirrmeister2017,CSPBLDA,20260528-044232,3120.0,2785.0,1.0,0.001,0.0,0
Schirrmeister2017,CSPBLDA,20260528-041431,3269.0,2437.0,1.0,0.001,0.0,0
Schirrmeister2017,CSPBLDA,20260528-053947,2987.0,2845.0,1.0,0.001,0.0,0
Schirrmeister2017,CSPBLDA,20260528-050126,3853.0,2845.0,1.0,0.0,0.0,0
Schirrmeister2017,CSPBLDA,20260528-045148,3028.0,2537.0,1.0,0.001,0.0,0
Schirrmeister2017,CSPBLDA,20260528-043330,4101.0,2575.0,1.0,0.0,0.0,0
Schirrmeister2017,CSPBLDA,20260528-053018,3814.0,2524.0,1.0,0.0,0.0,0
Schirrmeister2017,CSPGP,20260528-064841,1505.0,1768.0,1.0,0.012,0.019,0
Schirrmeister2017,CSPGP,20260528-084305,1606.0,2135.0,1.0,0.012,0.016,0
Schirrmeister2017,CSPGP,20260528-072349,1613.0,2260.0,1.0,0.011,0.017,0
Schirrmeister2017,CSPGP,20260528-061133,1343.0,1949.0,1.0,0.014,0.018,0
Schirrmeister2017,CSPGP,20260528-055418,806.0,1233.0,1.01,0.016,0.018,0
Schirrmeister2017,CSPGP,20260528-062908,1559.0,2343.0,1.0,0.011,0.017,0
Schirrmeister2017,CSPGP,20260528-074437,1459.0,2403.0,1.0,0.009,0.011,0
Schirrmeister2017,CSPGP,20260528-082209,1204.0,1614.0,1.0,0.011,0.019,0
Schirrmeister2017,CSPGP,20260528-070703,1054.0,1659.0,1.0,0.011,0.01,0
Schirrmeister2017,CSPGP,20260528-080306,1768.0,2190.0,1.0,0.009,0.013,0
Schirrmeister2017,TSBLR,20260528-092939,5430.0,2213.0,1.01,0.0,0.001,0
Schirrmeister2017,TSBLR,20260528-094409,5289.0,2385.0,1.01,0.001,0.001,0
Schirrmeister2017,TSBLR,20260528-091950,5425.0,2240.0,1.01,0.0,0.001,0
Schirrmeister2017,TSBLR,20260528-094918,5905.0,2104.0,1.01,0.0,0.001,0
Schirrmeister2017,TSBLR,20260528-091507,5163.0,2267.0,1.01,0.0,0.001,0
Schirrmeister2017,TSBLR,20260528-091009,5500.0,2287.0,1.01,0.0,0.001,0
Schirrmeister2017,TSBLR,20260528-092436,5917.0,2251.0,1.01,0.0,0.001,0
Schirrmeister2017,TSBLR,20260528-093416,5408.0,2181.0,1.01,0.001,0.001,0
Schirrmeister2017,TSBLR,20260528-093908,5558.0,2241.0,1.01,0.001,0.001,0
Schirrmeister2017,TSBLR,20260528-095414,5785.0,2199.0,1.01,0.001,0.001,0
Schirrmeister2017,TSGP,20260528-111609,579.0,1294.0,1.0,0.013,0.019,0
Schirrmeister2017,TSGP,20260528-115642,472.0,1094.0,1.0,0.013,0.018,0
Schirrmeister2017,TSGP,20260528-110811,519.0,954.0,1.01,0.014,0.016,0
Schirrmeister2017,TSGP,20260528-114013,456.0,1060.0,1.01,0.014,0.017,0
Schirrmeister2017,TSGP,20260528-113214,744.0,1563.0,1.01,0.01,0.02,0
Schirrmeister2017,TSGP,20260528-110012,566.0,1075.0,1.0,0.014,0.014,0
Schirrmeister2017,TSGP,20260528-114849,528.0,1164.0,1.01,0.011,0.019,0
Schirrmeister2017,TSGP,20260528-105214,692.0,1254.0,1.01,0.013,0.02,0
Schirrmeister2017,TSGP,20260528-104439,713.0,1294.0,1.0,0.012,0.016,0
Schirrmeister2017,TSGP,20260528-112415,624.0,1279.0,1.01,0.012,0.018,0
Schirrmeister2017,BSCNN,20260528-134508,7568.0,1949.0,1.01,0.0,0.001,0
Schirrmeister2017,BSCNN,20260528-123830,7062.0,1840.0,1.01,0.001,0.001,0
Schirrmeister2017,BSCNN,20260528-125958,5628.0,2108.0,1.01,0.001,0.001,0
Schirrmeister2017,BSCNN,20260528-132057,5642.0,2054.0,1.01,0.0,0.001,0
Schirrmeister2017,BSCNN,20260528-131002,6683.0,1934.0,1.01,0.0,0.001,0
Schirrmeister2017,BSCNN,20260528-140709,6847.0,2056.0,1.01,0.001,0.001,0
Schirrmeister2017,BSCNN,20260528-122735,7039.0,2006.0,1.01,0.0,0.001,0
Schirrmeister2017,BSCNN,20260528-135558,6562.0,1919.0,1.01,0.001,0.001,0
Schirrmeister2017,BSCNN,20260528-133400,7503.0,2081.0,1.01,0.0,0.001,0
Schirrmeister2017,BSCNN,20260528-124910,5432.0,1990.0,1.01,0.001,0.001,0
Schirrmeister2017,BDCNN,20260528-152934,7676.0,1897.0,1.01,0.001,0.002,0
Schirrmeister2017,BDCNN,20260528-150629,5312.0,1945.0,1.0,0.001,0.002,0
Schirrmeister2017,BDCNN,20260528-145501,5414.0,2249.0,1.01,0.002,0.002,0
Schirrmeister2017,BDCNN,20260528-144830,6806.0,2289.0,1.01,0.001,0.002,0
Schirrmeister2017,BDCNN,20260528-154131,4450.0,2270.0,1.01,0.002,0.002,0
Schirrmeister2017,BDCNN,20260528-150106,4300.0,2324.0,1.01,0.002,0.002,0
Schirrmeister2017,BDCNN,20260528-151207,4338.0,2228.0,1.0,0.002,0.002,0
Schirrmeister2017,BDCNN,20260528-153533,5365.0,2393.0,1.01,0.002,0.002,0
Schirrmeister2017,BDCNN,20260528-152337,6258.0,2212.0,1.01,0.001,0.002,0
Schirrmeister2017,BDCNN,20260528-151738,6142.0,2199.0,1.01,0.001,0.002,0
Shin2017A,CSPBLDA,20260528-161833,2274.0,2743.0,1.0,0.001,0.001,0
Shin2017A,CSPBLDA,20260528-161257,2236.0,2691.0,1.0,0.001,0.001,0
Shin2017A,CSPBLDA,20260528-162933,2247.0,2643.0,1.01,0.001,0.001,0
Shin2017A,CSPBLDA,20260528-163458,3241.0,2579.0,1.01,0.001,0.001,0
Shin2017A,CSPBLDA,20260528-162358,3257.0,2504.0,1.01,0.001,0.001,0
Shin2017A,CSPBLDA,20260528-155628,2852.0,2619.0,1.0,0.001,0.001,0
Shin2017A,CSPBLDA,20260528-160728,2806.0,2763.0,1.01,0.001,0.001,0
Shin2017A,CSPBLDA,20260528-160156,2557.0,2414.0,1.01,0.001,0.001,0
Shin2017A,CSPBLDA,20260528-164558,2772.0,2754.0,1.0,0.001,0.001,0
Shin2017A,CSPBLDA,20260528-164030,3185.0,2677.0,1.0,0.001,0.001,0
Shin2017A,CSPGP,20260528-183803,714.0,1337.0,1.0,0.016,0.017,0
Shin2017A,CSPGP,20260528-175001,1104.0,1780.0,1.0,0.015,0.017,0
Shin2017A,CSPGP,20260528-173703,1024.0,1716.0,1.0,0.013,0.017,0
Shin2017A,CSPGP,20260528-172331,1436.0,2175.0,1.0,0.012,0.017,0
Shin2017A,CSPGP,20260528-171328,856.0,1569.0,1.0,0.015,0.016,0
Shin2017A,CSPGP,20260528-180303,1300.0,1940.0,1.0,0.013,0.016,0
Shin2017A,CSPGP,20260528-182429,1597.0,2013.0,1.0,0.013,0.018,0
Shin2017A,CSPGP,20260528-185033,1124.0,1827.0,1.0,0.013,0.019,0
Shin2017A,CSPGP,20260528-181408,863.0,1553.0,1.01,0.017,0.015,0
Shin2017A,CSPGP,20260528-170027,1109.0,2026.0,1.0,0.015,0.018,0
Shin2017A,TSBLR,20260528-192528,3715.0,2476.0,1.0,0.002,0.002,0
Shin2017A,TSBLR,20260528-192228,3496.0,2694.0,1.01,0.002,0.002,0
Shin2017A,TSBLR,20260528-192816,3570.0,2259.0,1.0,0.002,0.002,0
Shin2017A,TSBLR,20260528-193358,3414.0,2611.0,1.0,0.002,0.002,0
Shin2017A,TSBLR,20260528-191928,3501.0,2577.0,1.0,0.002,0.002,0
Shin2017A,TSBLR,20260528-191346,3668.0,2389.0,1.0,0.002,0.002,0
Shin2017A,TSBLR,20260528-193058,3599.0,2664.0,1.0,0.002,0.002,0
Shin2017A,TSBLR,20260528-191631,3889.0,2443.0,1.0,0.002,0.002,0
Shin2017A,TSBLR,20260528-193958,3433.0,2676.0,1.0,0.002,0.002,0
Shin2017A,TSBLR,20260528-193702,3670.0,2661.0,1.0,0.002,0.002,0
Shin2017A,TSGP,20260528-201615,905.0,1826.0,1.0,0.013,0.021,0
Shin2017A,TSGP,20260528-195128,981.0,1932.0,1.01,0.012,0.02,0
Shin2017A,TSGP,20260528-195942,1007.0,1759.0,1.01,0.012,0.023,0
Shin2017A,TSGP,20260528-202428,1181.0,1965.0,1.01,0.012,0.021,0
Shin2017A,TSGP,20260528-204942,755.0,1460.0,1.01,0.013,0.022,0
Shin2017A,TSGP,20260528-204132,739.0,1537.0,1.01,0.013,0.023,0
Shin2017A,TSGP,20260528-205757,848.0,1641.0,1.01,0.013,0.024,0
Shin2017A,TSGP,20260528-200802,907.0,1798.0,1.01,0.012,0.022,0
Shin2017A,TSGP,20260528-210558,920.0,1793.0,1.01,0.013,0.02,0
Shin2017A,TSGP,20260528-203300,1050.0,1856.0,1.0,0.013,0.022,0
Shin2017A,BSCNN,20260528-220603,4937.0,2105.0,1.01,0.001,0.001,0
Shin2017A,BSCNN,20260528-222758,5068.0,1922.0,1.01,0.001,0.001,0
Shin2017A,BSCNN,20260528-230057,5538.0,1776.0,1.01,0.001,0.001,0
Shin2017A,BSCNN,20260528-232257,4684.0,2052.0,1.01,0.001,0.001,0
Shin2017A,BSCNN,20260528-225002,4828.0,1893.0,1.01,0.001,0.001,0
Shin2017A,BSCNN,20260528-231200,5302.0,1835.0,1.01,0.001,0.001,0
Shin2017A,BSCNN,20260528-223857,5661.0,1879.0,1.01,0.001,0.001,0
Shin2017A,BSCNN,20260528-215457,4495.0,1813.0,1.01,0.001,0.001,0
Shin2017A,BSCNN,20260528-221655,4501.0,2047.0,1.01,0.001,0.001,0
Shin2017A,BSCNN,20260528-214334,4981.0,2048.0,1.01,0.001,0.001,0
Shin2017A,BDCNN,20260529-000359,5950.0,1958.0,1.01,0.001,0.001,0
Shin2017A,BDCNN,20260529-012209,4311.0,2073.0,1.01,0.001,0.001,0
Shin2017A,BDCNN,20260529-004813,5305.0,1905.0,1.01,0.001,0.001,0
Shin2017A,BDCNN,20260529-011340,4847.0,1867.0,1.01,0.001,0.001,0
Shin2017A,BDCNN,20260529-003110,3932.0,2099.0,1.01,0.001,0.001,0
Shin2017A,BDCNN,20260529-001339,5151.0,2157.0,1.01,0.001,0.001,0
Shin2017A,BDCNN,20260529-002211,4614.0,2025.0,1.01,0.001,0.001,0
